공개,358
제한,294
정사영,288
드론,287
디지털,93
트윈,76
공간,76
정보,72
활용,60
육교,53
서울,48
사업,46
건물,43
센터,38
모델,30
지원,28
데이터,26
시뮬레이션,25
기술,25
개발,24
기타,24
실내,22
구축,20
서울시,20
행정,19
스마트,19
공공,19
콘텐츠,19
재단,18
시티,18
기업,18
혁신,17
에서,17
도시,16
분석,16
오픈,16
실외,16
으로,15
통해,15
운영,15
시범,14
관리,14
보유,14
위한,13
기반,13
서비스,12
내용,12
에스,12
안전,11
도로,11
자료,10
지자체,10
계획,10
정밀,10
사진,10
개소,10
제작,10
예정,10
민간,10
보도육교,10
발굴,9
지하,9
보도,8
국토,8
환경,8
체계,8
메타,8
온라인,8
실험,8
붙임,8
화면,8
대교,8
교육,8
공원,8
선정,7
밝혔,7
위해,7
정책,7
결과,6
연계,6
시설물,6
지역,6
인공지능,6
담당관,6
본부,6
산업,6
오프라인,6
거점,6
자유,6
광장,6
가능,6
필요,6
보안,6
심사,6
한계,6
으며,6
고품질,6
리스트,6
시립,6
마을,6
연결,6
발전,6
발전소,6
월드컵,6
경상북도,5
관광,5
해결,5
참고,5
적용,5
부터,5
추진,5
지도,5
수요,5
통합,5
융합,5
광명,5
시민,5
경기도,4
용인시,4
경주시,4
교통,4
입지,4
최신,4
분야,4
추가,4
다양,4
규모,4
가상,4
차원,4
이번,4
기존,4
주요,4
방문,4
사전,4
확장,4
맞춤,4
버스,4
팀장,4
한태환,4
새싹,4
스타트업,4
첨단,4
연구자,4
이러,4
구역,4
소프트웨어,4
따라,4
열람,4
플렉스,4
반출,4
타일,4
청담대교,4
철교,4
미술관,4
녹색,4
에너지,4
구일역,4
차량기지,4
시장,4
미술,4
남부여,4
노들섬,4
병합,4
전망,4
안양천,4
진입,4
보행로,4
동부,4
전역,4
하늘,4
다리,4
고분군,4
북악,4
스카이웨이,4
서강,4
학교,4
식물원,4
수락,4
뉴타운,4
통로,4
일원동,4
잠실,4
중랑천,4
이후,3
조간,3
공모,3
광명시,3
안동시,3
도심,3
항공,3
포트,3
사회,3
국비,3
별도,3
세계,3
구현,3
예측,3
의사,3
결정,3
확대,3
조기,3
실현,3
라고,3
담당,3
부서,3
담당자,3
과제,3
국가,3
서초,3
평가,3
시스템,3
대응,3
기장,3
최초,3
수행,3
생성,3
지구,3
하천,3
안동댐,3
없이,3
선형,3
개량,3
개선,3
기획,3
경상,2
진주,2
최종,2
교통부,2
다고,2
이슈,2
과학,2
지방비,2
매칭,2
대전광역시,2
울산광역시,2
문제,2
플랫,2
마련,2
국정,2
완성,2
홍수,2
미래,2
효율,2
울산,2
완료,2
방향,2
제공,2
시흥,2
버티,2
기후,2
위기,2
고려,2
동시,2
상수원,2
유역,2
전환,2
신설,2
개념,2
검색,2
경주,2
과거,2
현재,2
여행,2
서라벌,2
오전,2
습니다,2
미연,2
이봉주,2
송기성,2
겸직,2
김종호,2
쪽수,2
언론,2
홍보,2
유채,2
본격,2
사례,2
소개,2
후속,2
자율,2
주행,2
공식,2
한다고,2
지난,2
학생,2
전문,2
실증,2
실험실,2
열린,2
가공,2
작업,2
손쉽,2
다만,2
정확,2
안보,2
이유,2
거친,2
로운,2
이용,2
된다는,2
직면,2
안심,2
여유,2
함께,2
한다는,2
방침,2
고성능,2
컴퓨터,2
기본,2
구비,2
향후,2
이용자,2
도입,2
누리집,2
예약,2
방문객,2
간단,2
절차,2
