정보,127
사업,109
데이터,97
공간,84
으로,84
국토,75
표준,70
디지털,50
구축,50
기술,47
도시,46
에서,44
공사,40
한국,39
바이오,39
지원,38
국가,37
트윈,36
협력,36
개발,35
분야,32
교통부,31
스마트,30
기반,29
국제,28
활용,27
계획,27
통해,26
위한,25
위해,25
통합,25
장관,24
개최,23
시티,23
추진,23
밝혔,22
정책,21
참여,20
실증,20
면서,20
해외,20
도록,19
수립,18
기업,18
부터,17
총회,17
관리,17
서비스,17
라고,17
은행,17
전주,16
시범,16
한다,16
정부,16
세계,16
우리,15
이번,15
단계,15
규모,15
공유,14
산업,14
연구,14
붙임,14
라오스,14
기관,13
포럼,13
강화,13
플랫,13
지속,13
선정,13
토지,13
서울시,13
주제,12
확대,12
문제,12
의료,12
기대,11
상호,11
지자체,11
발표,11
교통,10
다양,10
과학,10
성장,10
공모,10
해결,10
계기,10
인프라,10
조사,10
발전,10
행정,10
시스템,10
청년,10
사장,10
김정렬,10
적극,9
국내,9
재난,9
된다,9
인공지능,9
서울,9
글로벌,9
확보,9
공공,9
뱅크,9
성과,8
가능,8
지리,8
위원회,8
정보원,8
마련,8
복지,8
생산,8
대상,8
나가,8
인도네시아,8
타당,8
초청,8
까지,8
관련,8
평가,8
공무원,8
분석,8
개방,8
확산,7
기구,7
자원,7
제공,7
방안,7
항공,7
예비,7
대한,7
진행,7
구현,7
설립,7
보유,7
필요,7
실장,7
연수,7
보건,7
임상,7
개인,7
총괄,7
전문가,6
일반인,6
원희룡,6
의장,6
함께,6
협업,6
구성,6
운영,6
협약,6
체계,6
민간,6
예정,6
자산,6
카타르,6
면담,6
관심,6
시작,6
경험,6
역할,6
연계,6
모빌리티,6
주택,6
역량,6
기여,6
경제,6
주요,6
라면서,6
토대,6
천연자원,6
환경부,6
유전체,6
건강,6
혁신,6
질환,6
모집,6
일간,5
프로그램,5
한다고,5
연결,5
지밀,5
회의,5
으며,5
경상북도,5
체결,5
경쟁력,5
발굴,5
교류,5
노력,5
최선,5
첨단,5
참석,5
양국,5
시간,5
희망,5
전달,5
언급,5
올해,5
나라,5
최신,5
네트워크,5
진출,5
강조,5
전략,5
시켜,5
우크라,5
이나,5
금융,5
전국,5
기간,5
사례,5
시장,5
만큼,5
가운데,5
감사패,5
본부,5
통신부,5
질병,5
헬스,5
영국,5
검체,5
